user_1,user_2,relationship,closeness
153,845,mother,0.9
845,153,child,0.9
153,941,partner,0.03287710795736390
941,153,client,0.03287710795736390
153,390,friend,0.6206339397435080
390,153,friend,0.6206339397435080
153,870,mother,0.9
870,153,child,0.9
154,814,neighbor,0.3041003330448650
814,154,neighbor,0.3041003330448650
154,290,friend,0.9394499067525430
290,154,friend,0.9394499067525430
154,718,friend,0.7293268428819330
718,154,friend,0.7293268428819330
154,783,client,0.2421834799741190
783,154,acquaintance,0.2421834799741190
154,149,neighbor,0.09115285704525280
149,154,acquaintance,0.09115285704525280
154,934,neighbor,0.47871602416924100
934,154,acquaintance,0.47871602416924100
154,895,father,0.9
895,154,child,0.9
154,215,acquaintance,0.42674357087794800
215,154,neighbor,0.42674357087794800
154,650,friend,0.7854774837397740
650,154,friend,0.7854774837397740
154,759,acquaintance,0.3067111972951110
759,154,partner,0.3067111972951110
154,179,friend,0.7731032840793710
179,154,friend,0.7731032840793710
154,772,friend,0.8421009144305570
772,154,friend,0.8421009144305570
154,987,father,0.9
987,154,child,0.9
154,549,friend,0.5841786046301070
549,154,friend,0.5841786046301070
154,914,friend,0.9165948625466320
914,154,friend,0.9165948625466320
154,462,friend,0.5640002052098470
462,154,friend,0.5640002052098470
154,782,colleague,0.6
782,154,colleague,0.6
155,766,child,0.9
766,155,parent,0.9
155,186,child,0.9
186,155,parent,0.9
155,282,client,0.4492155457427340
282,155,client,0.4492155457427340
155,115,child,0.9
115,155,parent,0.9
155,783,child,0.9
783,155,parent,0.9
155,535,acquaintance,0.31753249174792300
535,155,neighbor,0.31753249174792300
155,657,friend,0.9657842445715950
657,155,friend,0.9657842445715950
155,737,child,0.9
737,155,parent,0.9
155,495,child,0.9
495,155,parent,0.9
155,779,child,0.9
779,155,parent,0.9
155,375,neighbor,0.27992417671238100
375,155,partner,0.27992417671238100
155,570,neighbor,0.328718349709552
570,155,partner,0.328718349709552
155,358,child,0.9
358,155,parent,0.9
155,291,child,0.9
291,155,parent,0.9
155,180,friend,0.8982305734500930
180,155,friend,0.8982305734500930
155,400,child,0.9
400,155,parent,0.9
155,964,child,0.9
964,155,parent,0.9
155,478,neighbor,0.20858284138589700
478,155,client,0.20858284138589700
155,258,client,0.29287880338647200
258,155,partner,0.29287880338647200
156,769,friend,0.9663052282461180
769,156,friend,0.9663052282461180
156,869,partner,0.16081147174379900
869,156,partner,0.16081147174379900
156,726,friend,0.5418493712216830
726,156,friend,0.5418493712216830
156,958,neighbor,0.1656177050271700
958,156,partner,0.1656177050271700
156,833,father,0.9
833,156,child,0.9
157,352,friend,0.7818508120823860
352,157,friend,0.7818508120823860
157,155,client,0.20836449662354200
155,157,acquaintance,0.20836449662354200
157,452,friend,0.6204726690331820
452,157,friend,0.6204726690331820
157,19,client,0.4968328638875220
19,157,partner,0.4968328638875220
157,902,acquaintance,0.14393339605430400
902,157,partner,0.14393339605430400
157,863,acquaintance,0.06977755948600980
863,157,partner,0.06977755948600980
157,554,friend,0.6779753347263920
554,157,friend,0.6779753347263920
157,823,child,0.9
823,157,parent,0.9
157,828,child,0.9
828,157,parent,0.9
157,717,client,0.17663838712294900
717,157,partner,0.17663838712294900
157,35,friend,0.677645169909263
35,157,friend,0.677645169909263
157,585,friend,0.8513540137508720
585,157,friend,0.8513540137508720
157,592,client,0.21193553671947800
592,157,acquaintance,0.21193553671947800
157,237,friend,0.7384305472877270
237,157,friend,0.7384305472877270
157,288,child,0.9
288,157,parent,0.9
157,652,friend,0.5684034238054780
652,157,friend,0.5684034238054780
157,985,client,0.020470635716522700
985,157,neighbor,0.020470635716522700
157,373,friend,0.9435247321143020
373,157,friend,0.9435247321143020
157,674,acquaintance,0.23078994024865000
674,157,neighbor,0.23078994024865000
158,386,friend,0.9456599455756150
386,158,friend,0.9456599455756150
159,58,friend,0.8826317039590960
58,159,friend,0.8826317039590960
159,181,child,0.9
181,159,parent,0.9
159,611,friend,0.7088865016867160
611,159,friend,0.7088865016867160
159,477,child,0.9
477,159,parent,0.9
159,494,friend,0.9791945514055930
494,159,friend,0.9791945514055930
159,53,child,0.9
53,159,parent,0.9
159,191,friend,0.8877383505259130
191,159,friend,0.8877383505259130
159,564,friend,0.5133409440242520
564,159,friend,0.5133409440242520
159,951,child,0.9
951,159,parent,0.9
159,471,neighbor,0.02441105252561000
471,159,acquaintance,0.02441105252561000
159,473,acquaintance,0.49876241667157900
473,159,neighbor,0.49876241667157900
159,688,friend,0.7171270842383070
688,159,friend,0.7171270842383070
159,131,child,0.9
131,159,parent,0.9
160,162,partner,0.2771064055791030
162,160,neighbor,0.2771064055791030
160,296,friend,0.9032028022832590
296,160,friend,0.9032028022832590
160,326,partner,0.24105637275258500
326,160,client,0.24105637275258500
160,222,client,0.3302350925460250
222,160,partner,0.3302350925460250
160,138,neighbor,0.48413808220994200
138,160,neighbor,0.48413808220994200
160,404,acquaintance,0.4799716520400460
404,160,neighbor,0.4799716520400460
160,488,colleague,0.6
488,160,colleague,0.6
160,16,client,0.05625237442247310
16,160,neighbor,0.05625237442247310
160,611,friend,0.5440572530789360
611,160,friend,0.5440572530789360
160,590,friend,0.849187622170712
590,160,friend,0.849187622170712
160,936,friend,0.8586474628772110
936,160,friend,0.8586474628772110
160,498,child,0.9
498,160,parent,0.9
161,683,friend,0.565157721237437
683,161,friend,0.565157721237437
161,734,neighbor,0.21353671562104900
734,161,acquaintance,0.21353671562104900
161,917,colleague,0.6
917,161,colleague,0.6
161,402,friend,0.8689560500029680
402,161,friend,0.8689560500029680
161,325,friend,0.8584809531332640
325,161,friend,0.8584809531332640
162,839,father,0.9
839,162,child,0.9
162,14,father,0.9
14,162,child,0.9
162,337,partner,0.10479992206650000
337,162,client,0.10479992206650000
162,72,client,0.3647745627056830
72,162,client,0.3647745627056830
162,921,acquaintance,0.24524391476076500
921,162,neighbor,0.24524391476076500
162,138,friend,0.6587041171549170
138,162,friend,0.6587041171549170
162,893,neighbor,0.3969014207362640
893,162,neighbor,0.3969014207362640
162,626,client,0.4751634275546970
626,162,acquaintance,0.4751634275546970
162,907,father,0.9
907,162,child,0.9
162,120,father,0.9
120,162,child,0.9
162,645,father,0.9
645,162,child,0.9
162,106,partner,0.18650399830821400
106,162,neighbor,0.18650399830821400
163,652,child,0.9
652,163,parent,0.9
163,14,friend,0.5767977028158170
14,163,friend,0.5767977028158170
164,304,friend,0.5279773910301180
304,164,friend,0.5279773910301180
164,158,friend,0.9170634758382240
158,164,friend,0.9170634758382240
164,555,father,0.9
555,164,child,0.9
164,533,father,0.9
533,164,child,0.9
164,239,father,0.9
239,164,child,0.9
164,183,colleague,0.6
183,164,colleague,0.6
164,966,partner,0.47779542357661200
966,164,acquaintance,0.47779542357661200
164,426,friend,0.6718241595783810
426,164,friend,0.6718241595783810
164,207,father,0.9
207,164,child,0.9
164,624,father,0.9
624,164,child,0.9
164,978,friend,0.6563204694798220
978,164,friend,0.6563204694798220
164,759,friend,0.5515522859428500
759,164,friend,0.5515522859428500
164,727,father,0.9
727,164,child,0.9
164,811,partner,0.11101644330073700
811,164,client,0.11101644330073700
164,88,father,0.9
88,164,child,0.9
164,341,colleague,0.6
341,164,colleague,0.6
164,108,colleague,0.6
108,164,colleague,0.6
164,757,partner,0.2674953760938890
757,164,acquaintance,0.2674953760938890
164,907,father,0.9
907,164,child,0.9
165,779,friend,0.790354681603288
779,165,friend,0.790354681603288
165,384,mother,0.9
384,165,child,0.9
165,91,mother,0.9
91,165,child,0.9
165,414,friend,0.7464358822840800
414,165,friend,0.7464358822840800
166,119,child,0.9
119,166,parent,0.9
166,604,client,0.3116085171682820
604,166,neighbor,0.3116085171682820
166,825,client,0.004716675111737790
825,166,client,0.004716675111737790
166,141,child,0.9
141,166,parent,0.9
166,889,client,0.45159850458594900
889,166,client,0.45159850458594900
166,155,partner,0.23326595559654100
155,166,neighbor,0.23326595559654100
166,734,child,0.9
734,166,parent,0.9
166,530,client,0.06874481910667070
530,166,neighbor,0.06874481910667070
166,296,child,0.9
296,166,parent,0.9
166,28,neighbor,0.39757807741125800
28,166,partner,0.39757807741125800
166,281,client,0.1624426973002140
281,166,acquaintance,0.1624426973002140
166,820,acquaintance,0.1518979791459040
820,166,neighbor,0.1518979791459040
166,800,acquaintance,0.4298567271839650
800,166,client,0.4298567271839650
166,746,friend,0.5635662923822990
746,166,friend,0.5635662923822990
166,364,neighbor,0.09121875469162040
364,166,neighbor,0.09121875469162040
166,330,client,0.32385771726642600
330,166,partner,0.32385771726642600
166,660,child,0.9
660,166,parent,0.9
166,174,friend,0.9140496362182410
174,166,friend,0.9140496362182410
166,70,friend,0.6258886867050500
70,166,friend,0.6258886867050500
166,19,partner,0.26067340852994000
19,166,neighbor,0.26067340852994000
167,453,friend,0.5706464104613680
453,167,friend,0.5706464104613680
167,241,child,0.9
241,167,parent,0.9
167,935,child,0.9
935,167,parent,0.9
168,844,friend,0.5398734202207850
844,168,friend,0.5398734202207850
168,364,client,0.2763652283279890
364,168,neighbor,0.2763652283279890
168,856,child,0.9
856,168,parent,0.9
168,924,child,0.9
924,168,parent,0.9
168,875,friend,0.9454619969260650
875,168,friend,0.9454619969260650
168,507,partner,0.3768383429311980
507,168,neighbor,0.3768383429311980
168,732,friend,0.8274914763928370
732,168,friend,0.8274914763928370
169,503,friend,0.8970126470704610
503,169,friend,0.8970126470704610
170,567,child,0.9
567,170,parent,0.9
170,679,child,0.9
679,170,parent,0.9
170,783,child,0.9
783,170,parent,0.9
170,702,friend,0.8847439905169610
702,170,friend,0.8847439905169610
170,92,child,0.9
92,170,parent,0.9
170,288,child,0.9
288,170,parent,0.9
170,905,friend,0.9848644363245340
905,170,friend,0.9848644363245340
170,869,child,0.9
869,170,parent,0.9
170,441,colleague,0.6
441,170,colleague,0.6
170,464,friend,0.6504007084620740
464,170,friend,0.6504007084620740
170,821,child,0.9
821,170,parent,0.9
170,856,child,0.9
856,170,parent,0.9
170,165,child,0.9
165,170,parent,0.9
170,584,friend,0.6596166839011150
584,170,friend,0.6596166839011150
170,843,friend,0.8100220453375310
843,170,friend,0.8100220453375310
170,162,child,0.9
162,170,parent,0.9
170,670,friend,0.91219131993245
670,170,friend,0.91219131993245
170,383,child,0.9
383,170,parent,0.9
170,610,child,0.9
610,170,parent,0.9
171,200,friend,0.8849660619284620
200,171,friend,0.8849660619284620
171,17,friend,0.9476173905387550
17,171,friend,0.9476173905387550
171,950,friend,0.6702324017489640
950,171,friend,0.6702324017489640
171,70,acquaintance,0.47841489586962900
70,171,acquaintance,0.47841489586962900
171,617,friend,0.7641954357935420
617,171,friend,0.7641954357935420
171,647,friend,0.7082839316079090
647,171,friend,0.7082839316079090
171,477,neighbor,0.014414431218109500
477,171,neighbor,0.014414431218109500
171,382,friend,0.9083695107782110
382,171,friend,0.9083695107782110
172,959,father,0.9
959,172,child,0.9
172,924,partner,0.19230515708848000
924,172,partner,0.19230515708848000
172,914,partner,0.05186659910035530
914,172,client,0.05186659910035530
172,805,father,0.9
805,172,child,0.9
172,512,father,0.9
512,172,child,0.9
172,715,father,0.9
715,172,child,0.9
172,296,client,0.05405257315983510
296,172,neighbor,0.05405257315983510
172,660,client,0.11384397736916400
660,172,acquaintance,0.11384397736916400
172,912,client,0.10596349954479100
912,172,partner,0.10596349954479100
172,800,colleague,0.6
800,172,colleague,0.6
172,198,partner,0.08539341895829220
198,172,acquaintance,0.08539341895829220
172,287,acquaintance,0.25305054903653100
287,172,acquaintance,0.25305054903653100
172,484,father,0.9
484,172,child,0.9
172,88,father,0.9
88,172,child,0.9
172,707,father,0.9
707,172,child,0.9
172,592,friend,0.776345464903947
592,172,friend,0.776345464903947
172,320,father,0.9
320,172,child,0.9
172,930,acquaintance,0.0481905728711321
930,172,acquaintance,0.0481905728711321
173,471,mother,0.9
471,173,child,0.9
173,987,mother,0.9
987,173,child,0.9
173,178,friend,0.6934436503996220
178,173,friend,0.6934436503996220
173,345,client,0.35839844162130000
345,173,partner,0.35839844162130000
173,658,neighbor,0.22524259336434100
658,173,neighbor,0.22524259336434100
173,951,friend,0.755140433987626
951,173,friend,0.755140433987626
173,38,partner,0.2582386391475640
38,173,partner,0.2582386391475640
173,631,colleague,0.6
631,173,colleague,0.6
173,468,friend,0.9123976255298560
468,173,friend,0.9123976255298560
173,331,mother,0.9
331,173,child,0.9
173,379,mother,0.9
379,173,child,0.9
173,309,friend,0.5931936048923230
309,173,friend,0.5931936048923230
173,288,friend,0.7366173294110450
288,173,friend,0.7366173294110450
173,642,friend,0.6929182336559600
642,173,friend,0.6929182336559600
173,15,mother,0.9
15,173,child,0.9
173,194,mother,0.9
194,173,child,0.9
173,785,friend,0.988461149277096
785,173,friend,0.988461149277096
173,752,mother,0.9
752,173,child,0.9
173,39,mother,0.9
39,173,child,0.9
174,666,friend,0.7647942302885400
666,174,friend,0.7647942302885400
174,193,friend,0.8417640147136410
193,174,friend,0.8417640147136410
174,58,friend,0.6341625283848880
58,174,friend,0.6341625283848880
174,277,partner,0.3703426604432150
277,174,neighbor,0.3703426604432150
174,63,friend,0.6825640643772260
63,174,friend,0.6825640643772260
175,603,friend,0.6021134332100420
603,175,friend,0.6021134332100420
175,961,mother,0.9
961,175,child,0.9
175,427,friend,0.8882559638721000
427,175,friend,0.8882559638721000
175,142,mother,0.9
142,175,child,0.9
175,504,friend,0.9959993442201830
504,175,friend,0.9959993442201830
175,937,friend,0.5498632361967940
937,175,friend,0.5498632361967940
175,459,mother,0.9
459,175,child,0.9
175,354,mother,0.9
354,175,child,0.9
176,503,friend,0.6567641512195880
503,176,friend,0.6567641512195880
176,251,friend,0.9138363893001060
251,176,friend,0.9138363893001060
176,621,friend,0.8999825548525910
621,176,friend,0.8999825548525910
176,541,friend,0.8468564108111830
541,176,friend,0.8468564108111830
176,927,friend,0.659071834572249
927,176,friend,0.659071834572249
176,901,partner,0.3568579256365550
901,176,client,0.3568579256365550
176,855,neighbor,0.3411654953339530
855,176,neighbor,0.3411654953339530
176,354,acquaintance,0.001347235751295310
354,176,client,0.001347235751295310
176,427,friend,0.5751140771052280
427,176,friend,0.5751140771052280
176,358,partner,0.331467453248872
358,176,acquaintance,0.331467453248872
176,794,partner,0.3735142063889950
794,176,partner,0.3735142063889950
176,952,friend,0.6700995596955200
952,176,friend,0.6700995596955200
176,118,friend,0.660982527992596
118,176,friend,0.660982527992596
176,417,child,0.9
417,176,parent,0.9
176,335,acquaintance,0.358058467893102
335,176,client,0.358058467893102
176,481,child,0.9
481,176,parent,0.9
176,346,friend,0.6921489439663510
346,176,friend,0.6921489439663510
176,241,child,0.9
241,176,parent,0.9
177,517,child,0.9
517,177,parent,0.9
177,990,child,0.9
990,177,parent,0.9
178,963,neighbor,0.10926347634230500
963,178,partner,0.10926347634230500
178,672,client,0.04749726535548550
672,178,acquaintance,0.04749726535548550
178,923,client,0.32137494986375500
923,178,partner,0.32137494986375500
178,569,neighbor,0.4779426220239440
569,178,client,0.4779426220239440
178,118,friend,0.7359791726728250
118,178,friend,0.7359791726728250
178,876,friend,0.6114947631962630
876,178,friend,0.6114947631962630
178,991,partner,0.19512044602170200
991,178,partner,0.19512044602170200
179,2,child,0.9
2,179,parent,0.9
180,228,client,0.011651752788781700
228,180,partner,0.011651752788781700
180,171,friend,0.9614585290424900
171,180,friend,0.9614585290424900
180,813,partner,0.14541174705023400
813,180,acquaintance,0.14541174705023400
181,666,friend,0.630221871652633
666,181,friend,0.630221871652633
181,226,friend,0.5136069700489200
226,181,friend,0.5136069700489200
181,861,mother,0.9
861,181,child,0.9
181,964,friend,0.536592275085486
964,181,friend,0.536592275085486
181,15,mother,0.9
15,181,child,0.9
181,149,friend,0.6735786012485170
149,181,friend,0.6735786012485170
181,593,mother,0.9
593,181,child,0.9
182,976,child,0.9
976,182,parent,0.9
182,258,partner,0.16969604725960800
258,182,partner,0.16969604725960800
182,27,father,0.9
27,182,child,0.9
182,757,client,0.4952586272306530
757,182,partner,0.4952586272306530
182,155,neighbor,0.05575464080445200
155,182,neighbor,0.05575464080445200
182,266,colleague,0.6
266,182,colleague,0.6
182,610,friend,0.6603543109466340
610,182,friend,0.6603543109466340
182,725,friend,0.5943151726843930
725,182,friend,0.5943151726843930
182,527,child,0.9
527,182,parent,0.9
183,123,mother,0.9
123,183,child,0.9
183,17,mother,0.9
17,183,child,0.9
183,240,acquaintance,0.3247635945897590
240,183,client,0.3247635945897590
183,211,friend,0.8024600636673350
211,183,friend,0.8024600636673350
183,273,friend,0.7417552287782690
273,183,friend,0.7417552287782690
183,179,mother,0.9
179,183,child,0.9
183,782,friend,0.7902466726917390
782,183,friend,0.7902466726917390
183,695,mother,0.9
695,183,child,0.9
183,931,client,0.25324201007415500
931,183,partner,0.25324201007415500
183,192,friend,0.5650261831267060
192,183,friend,0.5650261831267060
183,642,mother,0.9
642,183,child,0.9
183,431,mother,0.9
431,183,child,0.9
183,895,mother,0.9
895,183,child,0.9
183,1,mother,0.9
1,183,child,0.9
184,813,partner,0.11730875762694000
813,184,neighbor,0.11730875762694000
184,744,neighbor,0.027688430300849
744,184,acquaintance,0.027688430300849
184,372,father,0.9
372,184,child,0.9
184,499,friend,0.691480297111206
499,184,friend,0.691480297111206
184,868,client,0.12232640716574300
868,184,acquaintance,0.12232640716574300
184,864,friend,0.9282767084756400
864,184,friend,0.9282767084756400
184,850,friend,0.7481340247696920
850,184,friend,0.7481340247696920
184,76,father,0.9
76,184,child,0.9
184,980,father,0.9
980,184,child,0.9
184,439,neighbor,0.2586140715435200
439,184,neighbor,0.2586140715435200
184,116,father,0.9
116,184,child,0.9
184,449,acquaintance,0.21010489081279300
449,184,acquaintance,0.21010489081279300
185,9,mother,0.9
9,185,child,0.9
185,145,mother,0.9
145,185,child,0.9
185,679,client,0.17845087961300100
679,185,client,0.17845087961300100
186,316,father,0.9
316,186,child,0.9
186,859,client,0.26928201781890400
859,186,client,0.26928201781890400
186,954,partner,0.15308991779506600
954,186,neighbor,0.15308991779506600
186,655,client,0.4960352837003320
655,186,client,0.4960352837003320
186,437,father,0.9
437,186,child,0.9
186,282,partner,0.36844117601573900
282,186,partner,0.36844117601573900
186,391,friend,0.9287060761081560
391,186,friend,0.9287060761081560
186,403,friend,0.7984212887830350
403,186,friend,0.7984212887830350
186,741,father,0.9
741,186,child,0.9
186,945,friend,0.9407552999939090
945,186,friend,0.9407552999939090
186,708,father,0.9
708,186,child,0.9
186,412,friend,0.9022126081175810
412,186,friend,0.9022126081175810
187,891,mother,0.9
891,187,child,0.9
187,284,mother,0.9
284,187,child,0.9
187,736,mother,0.9
736,187,child,0.9
188,939,client,0.031176465661178700
939,188,partner,0.031176465661178700
188,934,acquaintance,0.18530202088644700
934,188,acquaintance,0.18530202088644700
188,927,child,0.9
927,188,parent,0.9
188,235,child,0.9
235,188,parent,0.9
188,663,child,0.9
663,188,parent,0.9
188,561,child,0.9
561,188,parent,0.9
189,875,mother,0.9
875,189,child,0.9
189,703,mother,0.9
703,189,child,0.9
189,234,client,0.30201070042856700
234,189,partner,0.30201070042856700
189,980,mother,0.9
980,189,child,0.9
190,265,neighbor,0.14499812064577600
265,190,client,0.14499812064577600
190,69,friend,0.7045181050942040
69,190,friend,0.7045181050942040
190,51,acquaintance,0.2683213282276590
51,190,client,0.2683213282276590
190,703,father,0.9
703,190,child,0.9
190,580,father,0.9
580,190,child,0.9
190,270,friend,0.8456080843300740
270,190,friend,0.8456080843300740
190,484,father,0.9
484,190,child,0.9
191,27,mother,0.9
27,191,child,0.9
191,456,acquaintance,0.060842407689843300
456,191,neighbor,0.060842407689843300
191,849,friend,0.6821853731740500
849,191,friend,0.6821853731740500
191,548,friend,0.9004881392893740
548,191,friend,0.9004881392893740
191,285,mother,0.9
285,191,child,0.9
191,127,friend,0.7968959722813400
127,191,friend,0.7968959722813400
191,321,friend,0.5603644536369730
321,191,friend,0.5603644536369730
191,528,mother,0.9
528,191,child,0.9
191,675,neighbor,0.3403942601227480
675,191,neighbor,0.3403942601227480
191,54,mother,0.9
54,191,child,0.9
191,95,mother,0.9
95,191,child,0.9
191,482,child,0.9
482,191,parent,0.9
191,137,neighbor,0.10550122179787300
137,191,partner,0.10550122179787300
191,588,mother,0.9
588,191,child,0.9
191,401,neighbor,0.16491004279025000
401,191,partner,0.16491004279025000
191,655,friend,0.7901924499655890
655,191,friend,0.7901924499655890
191,581,client,0.04793507424385500
581,191,client,0.04793507424385500
191,765,acquaintance,0.24649525269295400
765,191,neighbor,0.24649525269295400
191,814,child,0.9
814,191,parent,0.9
192,585,friend,0.5300930557595520
585,192,friend,0.5300930557595520
192,308,father,0.9
308,192,child,0.9
192,634,father,0.9
634,192,child,0.9
192,817,father,0.9
817,192,child,0.9
192,356,father,0.9
356,192,child,0.9
192,130,father,0.9
130,192,child,0.9
192,934,father,0.9
934,192,child,0.9
193,971,child,0.9
971,193,parent,0.9
193,986,friend,0.8188152467191710
986,193,friend,0.8188152467191710
193,539,friend,0.6025235644426970
539,193,friend,0.6025235644426970
193,48,friend,0.7808964836025640
48,193,friend,0.7808964836025640
193,721,child,0.9
721,193,parent,0.9
194,851,friend,0.5800392959921740
851,194,friend,0.5800392959921740
194,18,partner,0.3240575702220440
18,194,partner,0.3240575702220440
194,994,child,0.9
994,194,parent,0.9
194,378,child,0.9
378,194,parent,0.9
194,982,child,0.9
982,194,parent,0.9
194,550,child,0.9
550,194,parent,0.9
194,980,friend,0.5909302098795060
980,194,friend,0.5909302098795060
194,657,neighbor,0.14301747217658500
657,194,acquaintance,0.14301747217658500
194,355,child,0.9
355,194,parent,0.9
194,529,friend,0.7154036405477700
529,194,friend,0.7154036405477700
194,903,friend,0.8499447587310310
903,194,friend,0.8499447587310310
194,992,friend,0.5171910225341190
992,194,friend,0.5171910225341190
194,613,child,0.9
613,194,parent,0.9
194,673,friend,0.5693319866645950
673,194,friend,0.5693319866645950
194,681,child,0.9
681,194,parent,0.9
195,497,client,0.3829933313418270
497,195,neighbor,0.3829933313418270
195,171,child,0.9
171,195,parent,0.9
195,885,child,0.9
885,195,parent,0.9
195,371,acquaintance,0.12031267980355000
371,195,neighbor,0.12031267980355000
195,884,child,0.9
884,195,parent,0.9
195,277,acquaintance,0.14318450899553100
277,195,acquaintance,0.14318450899553100
195,431,client,0.08440136883867070
431,195,acquaintance,0.08440136883867070
195,842,child,0.9
842,195,parent,0.9
195,785,child,0.9
785,195,parent,0.9
195,726,child,0.9
726,195,parent,0.9
195,913,child,0.9
913,195,parent,0.9
195,414,child,0.9
414,195,parent,0.9
195,701,child,0.9
701,195,parent,0.9
196,711,father,0.9
711,196,child,0.9
196,151,father,0.9
151,196,child,0.9
196,238,father,0.9
238,196,child,0.9
196,883,client,0.488254275961717
883,196,acquaintance,0.488254275961717
196,169,acquaintance,0.20832316874051300
169,196,client,0.20832316874051300
196,955,acquaintance,0.47882195621246400
955,196,partner,0.47882195621246400
196,679,friend,0.5247708483459080
679,196,friend,0.5247708483459080
196,359,father,0.9
359,196,child,0.9
196,999,client,0.36093565926782200
999,196,client,0.36093565926782200
196,686,father,0.9
686,196,child,0.9
196,703,father,0.9
703,196,child,0.9
196,831,friend,0.6170138057058750
831,196,friend,0.6170138057058750
197,224,child,0.9
224,197,parent,0.9
197,494,neighbor,0.38987673887975100
494,197,neighbor,0.38987673887975100
197,17,friend,0.9142274211324450
17,197,friend,0.9142274211324450
197,892,colleague,0.6
892,197,colleague,0.6
197,170,client,0.21446029556866400
170,197,client,0.21446029556866400
197,117,child,0.9
117,197,parent,0.9
197,190,child,0.9
190,197,parent,0.9
197,141,child,0.9
141,197,parent,0.9
197,400,child,0.9
400,197,parent,0.9
197,378,child,0.9
378,197,parent,0.9
197,80,friend,0.5282927091790060
80,197,friend,0.5282927091790060
197,881,neighbor,0.2659664624505800
881,197,acquaintance,0.2659664624505800
197,701,child,0.9
701,197,parent,0.9
197,281,child,0.9
281,197,parent,0.9
198,716,partner,0.015480634273032000
716,198,partner,0.015480634273032000
198,706,friend,0.5183265392139130
706,198,friend,0.5183265392139130
198,364,partner,0.1490712399217050
364,198,acquaintance,0.1490712399217050
198,80,father,0.9
80,198,child,0.9
198,237,friend,0.5370556076202370
237,198,friend,0.5370556076202370
198,707,father,0.9
707,198,child,0.9
198,972,friend,0.7645190619632710
972,198,friend,0.7645190619632710
198,658,friend,0.81857908851791
658,198,friend,0.81857908851791
198,833,acquaintance,0.08508772612204780
833,198,client,0.08508772612204780
198,684,father,0.9
684,198,child,0.9
199,93,mother,0.9
93,199,child,0.9
199,989,friend,0.7222820630062780
989,199,friend,0.7222820630062780
199,819,mother,0.9
819,199,child,0.9
199,593,mother,0.9
593,199,child,0.9
199,205,mother,0.9
205,199,child,0.9
199,867,neighbor,0.4543530070845140
867,199,acquaintance,0.4543530070845140
199,796,mother,0.9
796,199,child,0.9
200,150,neighbor,0.4526962242232840
150,200,client,0.4526962242232840
200,699,friend,0.620119561325761
699,200,friend,0.620119561325761
200,201,friend,0.7002353573086450
201,200,friend,0.7002353573086450
200,750,friend,0.7421513076433370
750,200,friend,0.7421513076433370
200,451,father,0.9
451,200,child,0.9
200,16,father,0.9
16,200,child,0.9
200,341,friend,0.8798337884080720
341,200,friend,0.8798337884080720
200,889,neighbor,0.423926264827886
889,200,neighbor,0.423926264827886
200,645,father,0.9
645,200,child,0.9
200,165,friend,0.8043388729631200
165,200,friend,0.8043388729631200
200,678,friend,0.8629943769166580
678,200,friend,0.8629943769166580
200,454,friend,0.6316605298362120
454,200,friend,0.6316605298362120
200,169,friend,0.6515291305511680
169,200,friend,0.6515291305511680
200,85,friend,0.684571437210657
85,200,friend,0.684571437210657
201,139,mother,0.9
139,201,child,0.9
201,581,client,0.2629805857653520
581,201,neighbor,0.2629805857653520
201,988,client,0.37325282609975900
988,201,neighbor,0.37325282609975900
201,762,acquaintance,0.33240177751266200
762,201,neighbor,0.33240177751266200
201,351,friend,0.88658600892859
351,201,friend,0.88658600892859
201,500,friend,0.508421251528006
500,201,friend,0.508421251528006
201,584,friend,0.6916756788068880
584,201,friend,0.6916756788068880
201,17,friend,0.6998846505341970
17,201,friend,0.6998846505341970
201,490,friend,0.5841030523221270
490,201,friend,0.5841030523221270
201,292,friend,0.9908266252849500
292,201,friend,0.9908266252849500
202,435,child,0.9
435,202,parent,0.9
202,149,child,0.9
149,202,parent,0.9
203,14,neighbor,0.15787318761756200
14,203,neighbor,0.15787318761756200
203,360,child,0.9
360,203,parent,0.9
203,728,child,0.9
728,203,parent,0.9
203,82,neighbor,0.325131722452219
82,203,acquaintance,0.325131722452219
203,282,partner,0.4519900124550710
282,203,neighbor,0.4519900124550710
203,305,partner,0.16837530730132600
305,203,acquaintance,0.16837530730132600
203,67,friend,0.6651412303099320
67,203,friend,0.6651412303099320
203,151,friend,0.8523420734180110
151,203,friend,0.8523420734180110
203,560,client,0.1796160974523300
560,203,client,0.1796160974523300
203,745,friend,0.8539569593592450
745,203,friend,0.8539569593592450
203,845,friend,0.9362058018916420
845,203,friend,0.9362058018916420
203,549,neighbor,0.37221507979569300
549,203,acquaintance,0.37221507979569300
203,176,friend,0.5166829441838140
176,203,friend,0.5166829441838140
203,481,child,0.9
481,203,parent,0.9
204,548,acquaintance,0.3620843597204050
548,204,partner,0.3620843597204050
204,272,child,0.9
272,204,parent,0.9
204,558,child,0.9
558,204,parent,0.9
204,532,client,0.4143812603654490
532,204,partner,0.4143812603654490
204,863,partner,0.4733289896604370
863,204,neighbor,0.4733289896604370
204,989,child,0.9
989,204,parent,0.9
204,127,acquaintance,0.4786750356918580
127,204,acquaintance,0.4786750356918580
204,990,child,0.9
990,204,parent,0.9
204,152,child,0.9
152,204,parent,0.9
204,271,child,0.9
271,204,parent,0.9
204,872,child,0.9
872,204,parent,0.9
204,646,child,0.9
